,price.open,price.high,price.low,price.close,volume,price.adjusted,sale price,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pct change,direction
194,87.75,88.559998,86.690002,88.540001,4304000,87.865059,177.10000,7/23/19,TGT,0.015134136,0.015134143,-0.297801269,E
195,88.019997,89.510002,87.720001,89.089996,3204700,88.410858,178.60000,7/24/19,TGT,0.006211787,0.006211825,-0.504301172,D
196,88.82,89.029999,87.419998,87.970001,3603500,87.299408,177.00000,7/25/19,TGT,-0.01257142,-0.012571501,-0.360471827,E
197,87.839996,87.839996,86.370003,87.059998,5315900,86.396339,174.89999,7/26/19,TGT,-0.010344503,-0.01034447,-1.032100925,D
198,87.160004,87.459999,86.660004,87.230003,3328800,86.565048,174.69000,7/29/19,TGT,0.001952733,0.001952734,-1.344638166,D
199,87.269997,87.290001,86.220001,86.879997,2733400,86.217712,174.17000,7/30/19,TGT,-0.004012428,-0.00401245,-1.456205256,D
200,86.830002,87.510002,85.830002,86.400002,4470600,85.741371,173.91000,7/31/19,TGT,-0.005524862,-0.005524805,-0.876601063,D
201,86.190002,87.040001,81.029999,82.620003,7100500,81.990189,169.66000,8/1/19,TGT,-0.043749965,-0.043749987,0.094957269,D
202,82.529999,82.730003,81.449997,81.519997,5134500,80.898567,164.25000,8/2/19,TGT,-0.013314056,-0.01331404,0.553547306,D
203,81.300003,81.57,80.029999,80.790001,7255600,80.174141,162.36000,8/5/19,TGT,-0.008954745,-0.008954809,0.392461595,D
204,81.160004,83.209999,80.769997,82.769997,5546300,82.139038,165.98000,8/6/19,TGT,0.024507865,0.024507934,-0.178734842,E
205,81.940002,83.25,81.129997,83.010002,4762100,82.377213,166.26000,8/7/19,TGT,0.002899657,0.002899662,0.296035039,D
206,83.730003,84.620003,82.980003,83.800003,4464100,83.161194,168.42001,8/8/19,TGT,0.009516964,0.009516937,-0.460941667,E
207,83.5,84.370003,82.050003,82.410004,4966300,81.781792,166.78001,8/9/19,TGT,-0.016587087,-0.0165871,0.036306732,E
208,81.32,82.160004,81.050003,82.029999,5194200,81.404686,164.19000,8/12/19,TGT,-0.004611124,-0.004611151,0.525389834,D
209,81.599998,86.639999,81.209999,84.239998,8412100,83.597832,170.88000,8/13/19,TGT,0.026941275,0.026941351,0.557834467,D
210,81.860001,83.220001,81.150002,81.889999,7011500,81.265747,165.11000,8/14/19,TGT,-0.027896477,-0.027896475,0.865080692,D
211,83.360001,84.050003,82.010002,82.559998,5389000,81.930641,166.61000,8/15/19,TGT,0.008181725,0.008181695,4.625690706,D
212,83.300003,84.459999,83.169998,84.209999,4861100,83.568062,168.67000,8/16/19,TGT,0.019985453,0.019985478,4.748303625,D
213,86.5,86.879997,85.709999,86.580002,7353800,85.919998,173.46000,8/19/19,TGT,0.028143958,0.028143962,3.487172324,D
214,86.230003,87.120003,85.529999,85.529999,8797200,85.529999,172.65000,8/20/19,TGT,-0.004539095,-0.012127546,3.824213041,D
215,99.870003,103.379997,98.129997,103,41449400,103,206.38000,8/21/19,TGT,0.204255831,0.204255831,0.325495333,D
216,105.389999,106.519997,103.379997,106.32,17105700,106.32,212.84000,8/22/19,TGT,0.03223301,0.03223301,0.015218764,E
217,104.769997,105.940002,103.25,103.489998,8989600,103.489998,209.43000,8/23/19,TGT,-0.026617777,-0.026617777,0.84204177,D
218,104.910004,105.739998,103.769997,104.769997,5583100,104.769997,210.51000,8/26/19,TGT,0.012368335,0.012368335,0.427624899,D
219,105.010002,105.099998,104.260002,104.699997,5319900,104.699997,209.80000,8/27/19,TGT,-0.00066813,-0.00066813,0.37726679,D
220,104.669998,106.720001,104.5,106.400002,6641000,106.400002,213.12000,8/28/19,TGT,0.016236915,0.016236915,0.17929161,D
221,107.989998,108.550003,106.93,107.93,5196600,107.93,216.48000,8/29/19,TGT,0.01437968,0.01437968,0.113471669,D
222,108.5,109.330002,106.830002,107.040001,5309000,107.040001,216.37000,8/30/19,TGT,-0.008246076,-0.008246076,0.520852085,D
223,106.769997,107.480003,106.010002,106.709999,3992100,106.709999,214.19000,9/3/19,TGT,-0.003082978,-0.003082978,0.229455045,D
224,107,107.919998,106.809998,107.360001,3963700,107.360001,215.28000,9/4/19,TGT,0.006091294,0.006091294,0.270952943,D
225,109.239998,109.400002,108.220001,108.540001,4144400,108.540001,217.94000,9/5/19,TGT,0.010991058,0.010991058,0.079023781,D
226,108.949997,110.940002,108.800003,109.849998,5274400,109.849998,220.79000,9/6/19,TGT,0.012069255,0.012069255,-0.167112792,E
227,109.599998,110.269997,107.519997,107.949997,5005500,107.949997,218.21999,9/9/19,TGT,-0.017296323,-0.017296323,0.007371011,E
228,107.410004,108.830002,106.839996,108.830002,3949200,108.830002,217.66000,9/10/19,TGT,0.008151969,0.008151969,-0.345216451,E
229,108.699997,109.510002,107.889999,108.970001,3704700,108.970001,218.48000,9/11/19,TGT,0.001286401,0.001286401,-0.312882216,E
230,109.43,109.720001,108.550003,108.940002,3185700,108.940002,218.66000,9/12/19,TGT,-0.000275296,-0.000275296,-0.366075929,E
231,109.07,109.169998,107.830002,107.989998,2508300,107.989998,217.16000,9/13/19,TGT,-0.008720433,-0.008720433,-0.022342525,E
232,107.25,107.940002,106.300003,106.959999,4642500,106.959999,214.90000,9/16/19,TGT,-0.009537911,-0.009537911,-0.054129911,E
233,106.629997,107.459999,106.18,107.279999,4325800,107.279999,214.74000,9/17/19,TGT,0.002991773,0.002991773,0.279033428,D
234,107.120003,107.690002,106.010002,106.970001,2950900,106.970001,214.66000,9/18/19,TGT,-0.002889616,-0.002889616,0.089261725,D
235,108.550003,108.739998,106.879997,107.870003,2938700,107.870003,216.61000,9/19/19,TGT,0.008413593,0.008413593,-0.199043845,E
236,108.309998,108.550003,106.599998,106.669998,4199800,106.669998,215.22000,9/20/19,TGT,-0.011124548,-0.011124548,-0.070896286,E
237,107.419998,110.410004,107.209999,108.779999,4945300,108.779999,219.19000,9/23/19,TGT,0.019780642,0.019780642,-0.496786939,E
238,110.199997,110.199997,107.080002,107.449997,5397700,107.449997,217.64999,9/24/19,TGT,-0.012226531,-0.012226531,-0.101203777,E
239,107.07,108.129997,106.620003,106.800003,3934100,106.800003,214.93000,9/25/19,TGT,-0.00604927,-0.00604927,-0.16163609,E
240,106.900002,107.400002,104.68,106.290001,5166600,106.290001,213.69000,9/26/19,TGT,-0.004775299,-0.004775299,-0.213038153,E
241,105.949997,106.809998,105.529999,106.120003,3188600,106.120003,212.93000,9/27/19,TGT,-0.001599379,-0.001599379,0.094206309,D
242,106.669998,107.389999,106.419998,106.910004,3639000,106.910004,214.30000,9/30/19,TGT,0.007444412,0.007444412,0.410318692,D
243,107.330002,108.139999,105.860001,105.940002,3557400,105.940002,214.08000,10/1/19,TGT,-0.00907307,-0.00907307,0.375861583,D
244,104.900002,105.959999,104.010002,105.160004,5637600,105.160004,211.12000,10/2/19,TGT,-0.007362639,-0.007362639,0.625289477,D
245,105.230003,106.699997,104.389999,106.620003,3512600,106.620003,213.32000,10/3/19,TGT,0.013883596,0.013883596,0.689337025,D
246,106.769997,109.269997,106.540001,109.099998,4116400,109.099998,218.37000,10/4/19,TGT,0.023260129,0.023260129,0.268984816,D
247,108.660004,108.849998,107.139999,107.949997,3755600,107.949997,216.80000,10/7/19,TGT,-0.010540798,-0.010540798,-19.74394115,D
